district,wall_type,street,price_per_sqm
Окраины,монолит,Улица_7,77.6
Исторический центр,панель,Улица_0,170.5
Окраины,панель,Улица_61,40.0
Исторический центр,монолит,Улица_37,179.6
Окраины,панель,Улица_44,72.4
Центр,монолит,Улица_57,135.2
Центр,кирпич,Улица_0,141.6
Исторический центр,кирпич,Улица_31,168.1
Окраины,дерево,Улица_7,42.4
Центр,панель,Улица_39,127.3
Исторический центр,монолит,Улица_55,162.9
Исторический центр,кирпич,Улица_62,205.2
Центр,панель,Улица_35,90.3
Центр,монолит,Улица_56,132.1
Исторический центр,кирпич,Улица_44,190.4
Окраины,монолит,Улица_1,78.3
Окраины,панель,Улица_49,40.0
Окраины,панель,Улица_28,93.8
Исторический центр,панель,Улица_9,160.5
Центр,монолит,Улица_26,149.0
Исторический центр,кирпич,Улица_14,164.0
Центр,кирпич,Улица_59,139.7
Окраины,монолит,Улица_30,80.6
Окраины,монолит,Улица_20,98.3
Центр,кирпич,Улица_59,139.0
Центр,панель,Улица_57,100.2
Исторический центр,панель,Улица_40,149.6
Окраины,панель,Улица_45,51.2
Исторический центр,кирпич,Улица_44,182.4
Исторический центр,монолит,Улица_25,200.0
Исторический центр,кирпич,Улица_50,162.2
Окраины,монолит,Улица_35,72.9
Исторический центр,монолит,Улица_51,191.1
Исторический центр,панель,Улица_50,150.8
Исторический центр,кирпич,Улица_2,145.6
Исторический центр,кирпич,Улица_13,180.7
Исторический центр,панель,Улица_48,99.4
Исторический центр,монолит,Улица_0,193.8
Окраины,панель,Улица_56,40.0
Исторический центр,панель,Улица_16,161.5
Центр,панель,Улица_49,56.9
Исторический центр,кирпич,Улица_13,164.2
Исторический центр,кирпич,Улица_58,216.8
Окраины,кирпич,Улица_2,64.6
Окраины,кирпич,Улица_39,78.2
Центр,панель,Улица_33,128.7
Центр,монолит,Улица_8,167.4
Окраины,монолит,Улица_20,113.3
Окраины,кирпич,Улица_24,73.9
Исторический центр,кирпич,Улица_43,196.9
Окраины,кирпич,Улица_24,64.2
Центр,кирпич,Улица_8,153.0
Исторический центр,панель,Улица_61,156.3
Центр,панель,Улица_25,105.9
Исторический центр,кирпич,Улица_56,176.7
Окраины,кирпич,Улица_36,92.2
Центр,кирпич,Улица_15,143.6
Исторический центр,кирпич,Улица_36,187.3
Исторический центр,монолит,Улица_23,169.0
Окраины,кирпич,Улица_25,71.9
Окраины,панель,Улица_19,69.9
Окраины,панель,Улица_8,51.7
Центр,монолит,Улица_28,146.7
Исторический центр,монолит,Улица_30,168.0
Окраины,монолит,Улица_18,53.6
Центр,кирпич,Улица_19,124.2
Центр,панель,Улица_26,134.1
Центр,монолит,Улица_43,139.3
Окраины,кирпич,Улица_34,85.0
Окраины,панель,Улица_21,40.0
Исторический центр,монолит,Улица_14,180.1
Исторический центр,панель,Улица_12,152.2
Окраины,кирпич,Улица_3,63.2
Центр,кирпич,Улица_55,135.7
Центр,панель,Улица_22,84.4
Центр,кирпич,Улица_33,139.5
Исторический центр,монолит,Улица_16,175.4
Центр,монолит,Улица_27,169.3
Исторический центр,кирпич,Улица_13,159.0
Исторический центр,монолит,Улица_33,192.2
Центр,панель,Улица_56,99.8
Центр,кирпич,Улица_54,162.4
Окраины,монолит,Улица_36,65.4
Окраины,монолит,Улица_25,73.7
Центр,панель,Улица_60,92.9
Исторический центр,монолит,Улица_51,181.4
Исторический центр,монолит,Улица_17,153.4
Исторический центр,монолит,Улица_52,194.9
Исторический центр,панель,Улица_62,184.8
Исторический центр,монолит,Улица_52,193.0
Окраины,дерево,Улица_26,63.4
Центр,монолит,Улица_30,142.7
Окраины,кирпич,Улица_0,65.2
Исторический центр,панель,Улица_5,140.0
Исторический центр,панель,Улица_10,146.1
Исторический центр,кирпич,Улица_33,170.1
Исторический центр,дерево,Улица_62,94.4
Центр,кирпич,Улица_52,168.6
Исторический центр,кирпич,Улица_17,171.6
Центр,дерево,Улица_20,71.9
Исторический центр,панель,Улица_18,141.8
Центр,кирпич,Улица_3,128.3
Окраины,панель,Улица_28,72.0
Исторический центр,панель,Улица_24,142.6
Центр,кирпич,Улица_55,141.7
Окраины,дерево,Улица_62,40.0
Исторический центр,панель,Улица_26,173.0
Исторический центр,панель,Улица_59,151.1
Исторический центр,панель,Улица_48,108.8
Центр,панель,Улица_64,110.0
Центр,кирпич,Улица_37,157.7
Окраины,кирпич,Улица_51,89.1
Центр,панель,Улица_0,145.5
Центр,монолит,Улица_39,166.1
