rating,cuisine_type,restaurant_name,avg_check,high_margin
Четыре звезды,азиатская,Хинкальная,988,1
Пять звезд,итальянская,Том-ям-бар,2073,0
Четыре звезды,фастфуд,Такос-Амигос,1786,1
Четыре звезды,итальянская,Мороженое-Софт,579,1
Четыре звезды,итальянская,Пельмения,1195,1
Пять звезд,фастфуд,Вок-Вок,1884,1
Одна звезда,фастфуд,Шаурма-Экспресс,1442,0
Три звезды,русская,Поварёшка,1855,0
Пять звезд,русская,Русский аппетит,2210,0
Четыре звезды,итальянская,Бутербродная,1143,1
Четыре звезды,фастфуд,Мясной рай,1370,0
Четыре звезды,азиатская,На углу,1780,1
Три звезды,азиатская,Чайхана,416,0
Четыре звезды,итальянская,Хлеб и масло,2004,0
Четыре звезды,русская,Пельмения,1361,0
Три звезды,фастфуд,Шаурма-Экспресс,452,0
Четыре звезды,фастфуд,Мороженое-Софт,2201,0
Пять звезд,русская,Сытый студент,1948,1
Три звезды,фастфуд,Лапшичная,2228,0
Четыре звезды,итальянская,Мясной рай,1803,0
Три звезды,фастфуд,Хинкальная,1894,0
Четыре звезды,фастфуд,Халяль-гриль,2399,0
Три звезды,русская,БургерХаус,691,0
Четыре звезды,русская,Мясной рай,2354,0
Пять звезд,азиатская,Такос-Амигос,1894,0
Три звезды,итальянская,Итальянский дворик,1216,0
Пять звезд,русская,Вечерний свет,837,0
Пять звезд,русская,Перекусич,1533,1
Две звезды,русская,Рыбный день,2053,0
Три звезды,фастфуд,Ларек с хот-догами,2347,0
Пять звезд,итальянская,Горячий хлеб,468,0
Пять звезд,итальянская,Сковородка,636,1
Две звезды,фастфуд,Бабушкины пирожки,1126,0
Одна звезда,фастфуд,Фиш-н-чипс,2200,0
Три звезды,русская,Хлеб и масло,1510,0
Пять звезд,азиатская,Сладкая жизнь,1085,1
Три звезды,азиатская,Горячий хлеб,913,1
Четыре звезды,итальянская,У Егора,2058,0
Пять звезд,азиатская,Мороженое-Софт,1060,1
Одна звезда,русская,Китайский квартал,1839,0
Четыре звезды,фастфуд,Мама-печёт,1050,0
Три звезды,итальянская,Китайский квартал,1347,0
Пять звезд,итальянская,Лапшичная,173,0
Три звезды,фастфуд,Шаурма-Экспресс,1175,0
Четыре звезды,азиатская,У Егора,1337,0
Четыре звезды,итальянская,Лапшичная,1730,1
Три звезды,фастфуд,Ларек с хот-догами,1157,0
Одна звезда,фастфуд,Трапеза,1524,0
Три звезды,азиатская,У Егора,1267,1
Три звезды,азиатская,Пивной ресторан,353,0
Пять звезд,русская,Утренний кофе,186,0
Пять звезд,азиатская,Корн-дог,1002,0
Четыре звезды,азиатская,Хлеб и масло,783,0
Четыре звезды,фастфуд,Квасная лавка,1402,1
Четыре звезды,итальянская,Салатный бар,568,0
Пять звезд,фастфуд,Чайхана,1666,1
Три звезды,русская,Лапшичная,1913,0
Три звезды,фастфуд,БургерХаус,1034,0
Три звезды,русская,Сладкая жизнь,477,0
Четыре звезды,азиатская,БургерХаус,1328,1
Три звезды,итальянская,Сырная тарелка,1180,1
Три звезды,итальянская,Пицца-Прайм,2201,0
Две звезды,фастфуд,Пекарня у дома,877,0
Четыре звезды,итальянская,Такос-Амигос,925,1
Три звезды,русская,Грузинский дом,2242,0
Три звезды,русская,Том-ям-бар,2402,0
Три звезды,азиатская,Пончик-хаус,1374,0
Три звезды,фастфуд,Пирожок на углу,2447,0
Четыре звезды,азиатская,Мороженое-Софт,1385,1
Три звезды,итальянская,Рис и лапша,835,0
Три звезды,азиатская,Вареники,2488,0
