time_on_site,pages_viewed,breed_page_viewed,calculator_used,device_type,age_of_pet,previous_claims,visit_month,policy_purchased
276,6,1,0,2,7,0,8,0
157,7,0,1,0,6,0,11,0
80,15,1,0,0,7,0,5,1
90,14,1,1,1,10,0,8,1
100,9,0,0,2,3,0,4,0
354,5,0,0,0,10,0,9,0
194,9,1,0,1,6,1,10,0
106,12,0,1,0,11,0,12,0
10,2,0,0,0,2,0,2,0
84,3,0,1,0,0,0,3,0
367,15,1,1,0,3,0,4,0
184,7,1,0,1,5,0,6,0
269,7,0,0,1,3,0,6,0
144,10,1,1,2,1,0,9,1
18,13,0,1,0,5,0,7,0
197,10,0,1,0,9,0,9,1
239,3,1,0,0,2,0,3,1
45,6,1,1,0,9,0,9,0
166,4,0,0,1,5,0,8,0
217,13,0,0,0,7,0,3,0
293,9,1,1,0,8,0,12,0
34,8,0,0,0,5,0,9,0
190,6,0,0,0,4,0,6,0
356,8,0,0,1,1,0,9,0
212,11,0,0,0,7,0,7,0
249,15,0,0,2,9,1,12,0
177,4,1,0,1,4,0,9,1
289,12,0,0,0,4,0,3,0
137,8,0,1,0,1,0,5,0
20,8,0,1,1,1,0,8,1
149,3,1,0,0,3,0,11,0
318,15,0,0,1,3,0,5,0
303,1,1,0,0,5,0,8,0
81,6,0,0,0,5,0,10,0
266,9,1,1,2,5,0,4,0
312,4,0,0,1,7,0,12,0
155,3,0,0,0,3,0,1,0
34,16,0,1,0,1,0,1,0
341,2,1,1,0,2,0,4,1
534,7,0,0,1,3,0,8,0
45,1,0,0,0,5,0,6,0
392,4,1,0,0,5,0,8,0
13,14,1,0,2,5,0,9,0
272,3,1,0,0,3,0,6,0
156,6,0,0,0,5,0,5,0
59,15,0,0,1,7,0,5,0
107,6,0,1,0,5,0,6,0
262,4,1,1,0,4,0,9,1
255,2,0,0,0,2,0,5,0
193,7,0,1,2,6,0,8,1
113,8,1,0,0,4,0,6,0
119,2,1,0,0,3,0,7,0
124,10,1,1,1,1,0,5,1
68,7,1,1,0,2,0,10,0
80,7,0,0,1,12,0,10,0
528,4,0,0,0,4,0,3,0
118,8,0,0,1,0,0,8,0
179,9,0,1,1,3,0,6,0
583,7,0,1,2,4,0,7,0
97,19,0,1,0,4,0,9,0
254,3,0,1,2,0,0,4,0
259,6,1,0,0,3,0,11,0
277,11,1,1,1,9,0,12,0
76,12,1,0,0,7,0,12,0
135,9,1,0,0,3,0,7,1
409,8,0,0,0,4,0,7,0
155,5,0,0,0,0,0,7,0
264,2,0,0,0,3,0,7,0
143,12,0,0,1,3,1,10,0
219,1,0,0,0,8,0,5,0
97,3,1,0,1,3,0,8,0
249,7,0,0,0,7,0,9,0
214,7,1,1,0,3,0,5,0
349,1,1,0,0,1,0,6,0
483,16,0,0,0,8,0,4,0
61,5,1,0,0,9,0,10,0
174,7,0,0,2,3,0,8,0
210,10,0,1,0,1,0,5,0
297,8,0,0,1,0,0,5,1
266,20,0,1,0,4,0,7,0
20,21,1,1,2,10,0,9,0
34,6,0,0,0,0,0,3,0
278,3,1,0,2,2,0,8,0
325,2,0,0,0,1,0,12,1
137,12,0,0,0,5,1,5,0
328,2,1,1,0,6,0,8,0
178,3,1,0,0,2,0,11,0
185,6,1,0,0,2,0,9,0
116,4,0,0,0,2,0,7,1
238,4,1,0,1,1,0,2,0
27,6,1,1,0,7,0,8,1
193,8,0,1,0,3,0,9,0
244,9,1,1,0,2,0,7,0
407,6,0,0,1,0,1,9,0
90,2,1,1,0,0,0,1,0
273,4,0,1,1,4,0,4,0
331,16,1,0,0,6,0,11,1
16,7,1,1,0,7,0,4,0
187,5,0,1,0,2,0,6,0
138,5,0,0,2,2,0,10,0
184,19,0,0,0,4,0,8,1
88,9,1,0,0,6,1,7,1
161,4,0,1,1,3,1,4,0
103,7,1,1,0,6,1,2,0
171,20,0,1,1,13,0,12,0
73,16,0,1,2,2,0,7,0
167,16,0,0,2,4,1,7,0
94,3,1,0,0,7,0,12,0
275,8,1,1,0,3,0,10,0
93,11,1,1,2,0,0,3,0
257,3,0,0,0,6,1,10,0
247,18,1,1,0,5,0,7,1
26,25,0,1,0,8,0,5,0
447,6,1,1,0,5,0,5,0
307,7,1,0,2,2,0,11,0
217,1,1,0,1,10,0,8,0
342,1,1,0,0,4,0,8,0
158,17,0,0,2,4,0,3,0
429,3,1,0,0,2,0,4,0
64,9,1,1,2,7,0,10,0
178,5,0,0,0,5,0,5,0
210,21,1,0,0,8,0,8,0
47,11,0,0,0,2,0,2,0
173,11,0,0,0,4,0,7,1
237,18,0,0,0,6,0,4,0
131,14,0,1,0,1,0,6,0
10,16,0,1,2,5,1,5,1
299,5,1,1,2,4,0,5,0
58,12,1,1,1,7,0,11,0
191,2,0,0,2,10,1,7,0
260,8,1,0,2,1,0,6,0
413,9,0,0,1,6,0,4,0
195,6,1,0,0,3,0,8,0
118,2,1,0,2,4,0,9,0
55,9,0,0,1,9,0,12,1
58,6,0,0,0,1,0,8,0
243,6,1,0,0,0,0,4,0
14,18,0,1,0,8,0,5,0
10,12,0,1,2,2,0,10,0
177,5,1,0,1,0,0,3,0
356,9,0,0,2,5,0,8,1
302,5,0,0,1,10,0,7,0
51,10,0,0,0,1,0,9,0
176,5,0,1,1,3,0,5,0
50,13,0,1,0,9,0,9,0
440,7,0,0,0,1,0,7,0
160,6,1,1,2,7,1,9,1
451,5,0,1,1,5,0,8,0
250,11,1,1,2,3,0,6,0
232,8,1,0,0,4,0,10,0
105,5,1,0,1,1,0,9,0
266,12,0,1,0,2,0,6,0
326,3,0,1,0,3,0,7,0
225,9,1,1,0,12,1,4,0
373,6,1,0,1,1,0,10,0
11,7,0,1,0,4,0,3,1
221,16,1,1,0,11,1,11,0
120,6,0,0,1,2,0,8,0
266,2,1,1,1,7,0,8,0
135,13,1,0,0,1,0,4,0
203,10,0,1,0,7,0,9,0
275,4,1,1,2,7,0,9,0
328,7,1,1,2,8,1,12,0
433,3,1,1,0,4,0,4,0
41,5,1,1,0,5,0,11,1
192,9,0,0,1,4,0,6,1
134,13,1,0,0,2,1,8,1
439,3,1,1,0,2,0,6,1
195,20,1,0,0,8,0,7,0
362,1,1,0,0,2,0,11,0
350,2,0,1,1,1,0,11,0
114,8,1,0,0,1,0,4,0
125,4,1,0,0,4,0,7,0
347,9,0,0,2,7,0,4,0
107,8,0,0,2,4,0,7,1
74,2,1,0,2,1,0,4,1
346,10,1,0,0,4,0,7,0
204,4,0,0,0,1,0,9,1
263,6,0,0,0,1,0,4,0
88,6,1,1,0,5,0,7,0
396,6,1,1,0,6,0,6,0
328,10,1,0,2,5,0,7,1
148,9,0,0,2,6,0,6,0
264,7,1,1,2,1,1,1,0
186,4,1,1,1,2,0,1,1
128,4,0,1,1,1,0,1,0
42,18,0,1,1,0,0,4,0
20,2,1,1,2,8,0,12,0
46,4,1,0,1,1,1,8,0
423,13,0,0,0,2,0,6,0
433,4,0,0,0,3,0,4,0
126,12,0,0,1,9,0,6,0
77,6,0,0,0,1,0,9,0
36,5,1,1,2,4,0,3,0
124,6,1,0,1,5,1,9,0
28,3,1,0,1,1,0,4,0
138,10,0,0,0,8,0,5,0
39,5,1,1,0,4,0,6,0
185,13,0,0,0,4,0,6,0
97,10,1,1,1,2,1,7,1
182,9,1,0,0,3,1,8,0
144,7,1,0,2,15,0,9,1
130,4,1,0,1,3,0,5,0
90,10,1,0,1,3,0,7,0
151,11,1,0,2,2,0,9,0
332,12,0,0,2,6,0,6,0
49,12,0,1,0,4,0,12,1
115,12,0,1,2,1,0,3,0
29,8,0,1,0,2,0,5,1
255,11,0,0,0,8,0,5,0
66,5,1,1,0,7,0,8,1
377,3,0,0,1,8,0,8,0
525,13,1,1,0,6,0,6,0
156,9,1,0,1,5,0,10,0
156,8,0,0,1,0,0,4,0
110,7,0,0,1,0,0,10,0
98,10,1,0,0,2,0,9,0
313,3,0,0,2,5,0,9,0
115,5,1,0,1,7,0,9,0
56,22,0,1,0,12,1,9,0
121,13,0,1,2,2,0,7,0
213,10,0,1,0,15,0,12,0
369,6,0,1,0,3,1,1,0
189,5,0,0,1,3,0,1,0
138,5,0,1,0,0,0,10,0
243,5,1,0,0,2,1,7,0
148,1,1,0,2,7,0,6,0
177,8,1,0,0,4,0,11,0
554,10,1,0,0,8,1,6,0
21,5,1,1,1,0,0,7,0
179,3,1,0,1,3,0,5,0
259,12,1,1,1,2,0,7,1
77,18,0,0,2,12,0,11,0
282,11,1,0,0,11,0,10,1
205,3,1,0,1,2,1,6,1
206,4,1,1,1,3,0,5,1
170,14,0,1,0,2,0,11,0
311,8,1,1,2,5,0,7,0
214,9,0,0,2,4,0,9,0
146,1,1,1,0,1,0,9,0
247,8,1,1,1,8,0,8,0
163,3,1,1,1,6,0,12,0
75,17,0,1,0,13,0,12,1
90,6,1,1,2,7,0,9,0
87,5,1,1,1,5,0,9,0
303,7,0,0,1,4,0,4,0
34,6,0,1,0,1,0,4,0
28,3,0,0,0,3,0,4,0
261,10,1,0,0,8,0,5,0
227,8,0,1,1,10,0,5,0
299,6,1,1,1,3,0,8,0
292,6,1,0,0,3,1,8,0
70,10,1,0,0,9,0,9,0
181,7,1,1,0,1,0,12,1
193,8,1,0,1,7,0,12,0
124,5,1,0,1,0,0,2,0
155,27,1,0,0,15,0,12,0
225,8,0,0,0,5,0,2,0
452,9,0,0,0,0,0,7,0
77,20,0,1,0,13,0,12,0
125,2,1,0,1,14,0,7,0
38,15,1,1,0,6,0,6,0
132,7,0,1,0,1,0,8,1
320,8,1,0,1,4,0,9,0
104,9,0,1,2,5,0,11,0
523,17,0,0,2,1,0,8,0
291,18,0,1,2,1,0,3,0
92,3,0,0,1,2,0,8,0
40,13,1,0,1,4,0,3,0
179,6,1,1,1,4,0,8,0
275,2,1,0,2,0,0,7,0
49,7,1,0,2,3,0,6,0
80,8,1,1,0,4,1,12,0
145,14,1,0,0,3,0,6,0
280,8,0,1,0,3,0,5,0
418,10,1,0,1,5,0,6,0
580,8,0,0,1,0,0,7,0
569,14,0,1,2,0,0,5,0
328,7,1,0,0,4,0,10,0
283,11,1,0,0,7,0,9,0
307,12,0,0,2,6,0,10,1
129,16,1,0,0,2,0,5,0
215,18,1,1,0,2,0,2,0
249,11,0,0,1,9,0,5,0
237,18,1,0,0,1,0,6,0
149,9,1,1,0,10,0,12,0
73,10,0,0,0,2,0,4,0
206,5,0,0,0,5,1,9,0
115,16,0,0,1,6,0,4,0
96,6,1,0,0,12,0,9,1
81,6,0,1,0,4,0,10,0
109,14,1,1,0,2,0,4,0
152,10,0,0,1,1,1,4,0
96,14,1,1,0,6,1,6,0
232,11,1,0,0,1,0,6,0
166,3,1,0,0,6,0,6,0
215,17,1,0,0,6,0,7,0
355,22,0,0,0,4,0,5,1
67,14,0,1,0,7,0,12,0
290,8,0,0,2,3,0,9,0
241,6,1,1,2,1,0,9,0
175,6,1,0,1,6,0,11,0
219,1,1,1,0,0,0,5,1
289,2,0,1,1,7,1,9,0
275,9,1,0,0,9,0,8,0
216,7,1,1,1,6,0,8,0
546,4,1,0,0,2,0,9,0
135,10,1,1,2,4,0,10,0
333,7,1,1,2,0,0,5,0
55,6,1,0,0,2,0,4,0
65,17,0,0,0,7,0,4,0
421,16,1,0,1,4,0,10,1
82,5,1,0,0,3,0,7,0
94,10,0,1,2,8,1,6,0
72,15,0,0,0,10,0,5,0
98,10,1,1,0,6,0,8,0
46,5,1,1,1,4,0,10,0
53,11,1,0,0,6,0,3,0
176,14,1,1,0,11,0,12,0
102,1,1,0,1,3,0,9,0
10,24,1,1,1,11,0,6,0
137,1,1,1,1,3,1,5,0
397,14,1,1,1,11,0,10,0
170,3,0,0,0,9,0,9,0
264,8,1,0,0,4,0,9,0
342,11,0,0,0,1,0,2,0
119,3,0,0,2,3,0,8,0
313,3,1,0,0,1,0,8,0
150,13,0,0,0,6,0,7,0
128,3,1,0,2,1,0,3,0
222,12,1,1,2,5,1,4,0
74,8,1,0,2,1,1,6,0
153,4,0,1,0,4,1,7,0
31,3,0,1,1,0,0,11,0
264,10,1,0,0,6,0,11,0
242,16,0,0,2,1,0,7,0
196,2,1,1,0,1,0,6,0
31,14,1,0,0,4,0,2,0
117,4,1,1,0,10,0,12,0
358,11,0,1,0,2,0,3,0
116,6,0,0,1,4,0,7,0
128,1,1,1,2,3,0,5,0
317,16,0,1,1,3,0,8,0
74,9,1,1,0,1,0,4,0
458,12,1,1,2,9,0,11,0
164,2,1,0,0,4,1,8,0
522,12,1,0,0,6,0,4,0
299,2,1,0,0,4,0,10,0
116,10,1,0,0,3,1,5,0
332,1,0,0,0,2,0,12,1
134,10,0,0,0,2,1,9,0
206,11,0,0,2,11,0,12,0
169,9,1,0,2,6,0,12,0
185,8,1,1,0,11,0,9,0
331,4,1,1,0,4,0,9,0
294,2,0,0,0,4,0,9,0
110,3,1,0,0,2,0,9,0
244,10,0,0,0,4,0,10,0
51,13,1,1,0,11,0,12,0
